Data_Key,Data_Value
zero_crossings,430
mean_abs_val,-1.1759539715433617e-05
slope_sgn_chng,1733
wavelength,38.433654844524
willsamplitude,803
v_order,0.1814630097944951
log_detect,
autoregression,
emg_cdf,
