MeasuredPoint,time,samplerate
-0.0027160645,0.0,1000
-0.014190674,0.0010049241282283187,1000
-0.018554688,0.0020098482564566375,1000
-0.012908936,0.0030147723846849564,1000
-0.004547119,0.004019696512913275,1000
0.0051879883,0.005024620641141593,1000
0.008392334,0.006029544769369913,1000
0.003967285,0.007034468897598231,1000
-0.013793945,0.00803939302582655,1000
-0.03866577,0.00904431715405487,1000
-0.03881836,0.010049241282283187,1000
-0.019561768,0.011054165410511506,1000
-0.0079956055,0.012059089538739826,1000
-0.00076293945,0.013064013666968143,1000
0.002105713,0.014068937795196463,1000
0.00091552734,0.01507386192342478,1000
0.0076293945,0.0160787860516531,1000
0.0054626465,0.017083710179881417,1000
-0.00012207031,0.01808863430810974,1000
0.00015258789,0.019093558436338056,1000
-0.0026245117,0.020098482564566374,1000
-0.0027770996,0.021103406692794695,1000
-0.0022277832,0.022108330821023012,1000
-0.0010070801,0.02311325494925133,1000
0.0017089844,0.02411817907747965,1000
0.0032348633,0.02512310320570797,1000
0.002380371,0.026128027333936286,1000
0.0018615723,0.027132951462164604,1000
0.0005187988,0.028137875590392925,1000
-0.00012207031,0.029142799718621243,1000
-9.1552734e-05,0.03014772384684956,1000
-0.00018310547,0.03115264797507788,1000
-0.00076293945,0.0321575721033062,1000
-0.001159668,0.03316249623153452,1000
-0.0011291504,0.034167420359762835,1000
-0.0012817383,0.035172344487991156,1000
-0.000579834,0.03617726861621948,1000
0.0004272461,0.03718219274444779,1000
0.000579834,0.03818711687267611,1000
3.0517578e-05,0.03919204100090443,1000
0.00033569336,0.04019696512913275,1000
0.0006713867,0.04120188925736107,1000
0.0006713867,0.04220681338558939,1000
-0.0006713867,0.043211737513817704,1000
-0.0021362305,0.044216661642046025,1000
-0.0025939941,0.045221585770274346,1000
-0.0018310547,0.04622650989850266,1000
-0.0007324219,0.04723143402673098,1000
0.0008544922,0.0482363581549593,1000
0.0013122559,0.049241282283187617,1000
0.0027770996,0.05024620641141594,1000
0.0036621094,0.05125113053964425,1000
0.001739502,0.05225605466787257,1000
-0.00021362305,0.053260978796100894,1000
-0.0010986328,0.05426590292432921,1000
-0.0012512207,0.05527082705255753,1000
-0.0008544922,0.05627575118078585,1000
9.1552734e-05,0.057280675309014165,1000
0.00021362305,0.058285599437242486,1000
0.00018310547,0.05929052356547081,1000
-0.00015258789,0.06029544769369912,1000
-0.00030517578,0.06130037182192744,1000
-0.00024414062,0.06230529595015576,1000
0.0005493164,0.06331022007838408,1000
0.0008544922,0.0643151442066124,1000
-0.0014343262,0.06532006833484072,1000
-0.0015563965,0.06632499246306904,1000
-0.00030517578,0.06732991659129735,1000
0.0014343262,0.06833484071952567,1000
0.0018615723,0.06933976484775399,1000
-0.00024414062,0.07034468897598231,1000
0.00036621094,0.07134961310421063,1000
-0.0014648438,0.07235453723243895,1000
-0.003112793,0.07335946136066726,1000
-0.00036621094,0.07436438548889558,1000
0.0010681152,0.0753693096171239,1000
0.000579834,0.07637423374535222,1000
0.00030517578,0.07737915787358055,1000
0.00039672852,0.07838408200180887,1000
6.1035156e-05,0.07938900613003717,1000
-6.1035156e-05,0.0803939302582655,1000
0.00024414062,0.08139885438649382,1000
3.0517578e-05,0.08240377851472214,1000
