Data_Key,Data_Value
zero_crossings,1077
mean_abs_val,2.4595568256993446e-05
slope_sgn_chng,1321
wavelength,181.95459
willsamplitude,899
v_order,0.1284210246816738
log_detect,
autoregression,
emg_cdf,
