Data_Key,Data_Value
zero_crossings,434
mean_abs_val,5.958871580774351e-06
slope_sgn_chng,1747
wavelength,31.784362838579998
willsamplitude,1032
v_order,0.09355612882813459
log_detect,
autoregression,
emg_cdf,
