Data_Key,Data_Value
zero_crossings,1442
mean_abs_val,-2.7653495342948707e-05
slope_sgn_chng,4911
wavelength,89.020355207108
willsamplitude,2941
v_order,0.1766946189083061
log_detect,
autoregression,
emg_cdf,
