Data_Key,Data_Value
zero_crossings,1479
mean_abs_val,-1.2716684862540219e-05
slope_sgn_chng,5509
wavelength,164.71731574003002
willsamplitude,3709
v_order,0.38280397456213133
log_detect,
autoregression,
emg_cdf,
