Data_Key,Data_Value
zero_crossings,1482
mean_abs_val,-8.735904495392637e-06
slope_sgn_chng,4647
wavelength,99.23184217130398
willsamplitude,2823
v_order,0.23429016629004087
log_detect,
autoregression,
emg_cdf,
