Data_Key,Data_Value
zero_crossings,1520
mean_abs_val,-4.771440748597799e-06
slope_sgn_chng,5354
wavelength,172.488189816282
willsamplitude,3086
v_order,0.29908490483787803
log_detect,
autoregression,
emg_cdf,
