Data_Key,Data_Value
zero_crossings,1423
mean_abs_val,-6.0716187059887805e-06
slope_sgn_chng,4689
wavelength,93.31430061614
willsamplitude,4672
v_order,0.2340340957720501
log_detect,
autoregression,
emg_cdf,
