Data_Key,Data_Value
zero_crossings,1423
mean_abs_val,-1.0389223742715033e-05
slope_sgn_chng,3301
wavelength,-6.1035156e-05
willsamplitude,1979
v_order,
log_detect,
autoregression,
emg_cdf,
