MeasuredPoint,time,samplerate
-0.0017700195,0.0,1000
-0.016937256,0.0010017028949213663,1000
-0.0049743652,0.0020034057898427327,1000
0.0317688,0.003005108684764099,1000
0.0059814453,0.004006811579685465,1000
0.015686035,0.005008514474606832,1000
-0.019866943,0.006010217369528198,1000
0.015106201,0.007011920264449564,1000
0.020080566,0.00801362315937093,1000
-0.036621094,0.009015326054292297,1000
0.009765625,0.010017028949213663,1000
-0.057434082,0.01101873184413503,1000
-0.0054016113,0.012020434739056396,1000
-0.03668213,0.013022137633977762,1000
-0.021881104,0.014023840528899129,1000
0.28735352,0.015025543423820495,1000
0.06781006,0.01602724631874186,1000
-0.054229736,0.017028949213663228,1000
-0.08081055,0.018030652108584594,1000
-0.17218018,0.01903235500350596,1000
-0.15222168,0.020034057898427327,1000
-0.10592651,0.021035760793348693,1000
0.2164917,0.02203746368827006,1000
0.24145508,0.023039166583191426,1000
0.11300659,0.024040869478112792,1000
0.003112793,0.025042572373034158,1000
-0.14434814,0.026044275267955524,1000
-0.18258667,0.02704597816287689,1000
-0.109375,0.028047681057798257,1000
-0.18875122,0.029049383952719623,1000
0.28738403,0.03005108684764099,1000
0.23794556,0.031052789742562356,1000
0.050842285,0.03205449263748372,1000
0.1027832,0.03305619553240509,1000
-0.1078186,0.034057898427326455,1000
-0.2164917,0.03505960132224782,1000
-0.1473999,0.03606130421716919,1000
-0.2003479,0.037063007112090554,1000
0.12161255,0.03806471000701192,1000
0.41137695,0.03906641290193329,1000
-0.05899048,0.04006811579685465,1000
0.101867676,0.04106981869177602,1000
-0.05831909,0.042071521586697386,1000
-0.052001953,0.04307322448161875,1000
-0.16821289,0.04407492737654012,1000
-0.056274414,0.045076630271461485,1000
-0.24832153,0.04607833316638285,1000
0.32907104,0.04708003606130422,1000
0.21304321,0.048081738956225584,1000
-0.08929443,0.04908344185114695,1000
0.067840576,0.050085144746068316,1000
-0.10165405,0.05108684764098968,1000
0.086120605,0.05208855053591105,1000
-0.079437256,0.053090253430832415,1000
-0.021331787,0.05409195632575378,1000
-0.33535767,0.05509365922067515,1000
0.26504517,0.056095362115596514,1000
0.12683105,0.05709706501051788,1000
-0.10003662,0.05809876790543925,1000
0.051239014,0.05910047080036061,1000
-0.12042236,0.06010217369528198,1000
0.18191528,0.061103876590203346,1000
-0.0284729,0.06210557948512471,1000
-0.029785156,0.06310728238004608,1000
-0.2659912,0.06410898527496744,1000
0.08468628,0.06511068816988881,1000
0.19232178,0.06611239106481018,1000
-0.13647461,0.06711409395973154,1000
0.11349487,0.06811579685465291,1000
-0.0713501,0.06911749974957428,1000
0.16513062,0.07011920264449564,1000
0.0138549805,0.07112090553941701,1000
-0.06265259,0.07212260843433838,1000
-0.24710083,0.07312431132925974,1000
-0.10494995,0.07412601422418111,1000
0.33590698,0.07512771711910247,1000
-0.10140991,0.07612942001402384,1000
0.078186035,0.07713112290894521,1000
-0.026367188,0.07813282580386657,1000
0.046966553,0.07913452869878794,1000
0.08068848,0.0801362315937093,1000
-0.09841919,0.08113793448863067,1000
-0.10675049,0.08213963738355204,1000
-0.29785156,0.0831413402784734,1000
0.330719,0.08414304317339477,1000
0.018737793,0.08514474606831614,1000
-0.037628174,0.0861464489632375,1000
0.064819336,0.08714815185815887,1000
-0.07711792,0.08814985475308024,1000
0.13742065,0.0891515576480016,1000
-0.0345459,0.09015326054292297,1000
0.017974854,0.09115496343784434,1000
-0.3225708,0.0921566663327657,1000
0.078430176,0.09315836922768707,1000
0.24911499,0.09416007212260843,1000
-0.13922119,0.0951617750175298,1000
0.10058594,0.09616347791245117,1000
-0.08319092,0.09716518080737253,1000
0.08013916,0.0981668837022939,1000
0.067596436,0.09916858659721527,1000
0.006164551,0.10017028949213663,1000
-0.21282959,0.101171992387058,1000
-0.22845459,0.10217369528197937,1000
0.38552856,0.10317539817690073,1000
-0.08938599,0.1041771010718221,1000
-0.013946533,0.10517880396674346,1000
0.059295654,0.10618050686166483,1000
-0.0071105957,0.1071822097565862,1000
0.15618896,0.10818391265150756,1000
-0.0690918,0.10918561554642893,1000
-0.05117798,0.1101873184413503,1000
-0.33145142,0.11118902133627166,1000
0.15731812,0.11219072423119303,1000
0.19302368,0.1131924271261144,1000
-0.18051147,0.11419413002103576,1000
0.14215088,0.11519583291595713,1000
-0.05645752,0.1161975358108785,1000
0.08114624,0.11719923870579986,1000
0.019378662,0.11820094160072123,1000
-0.02029419,0.11920264449564259,1000
-0.18063354,0.12020434739056396,1000
-0.18606567,0.12120605028548533,1000
0.32614136,0.12220775318040669,1000
-0.056427002,0.12320945607532806,1000
0.01473999,0.12421115897024942,1000
0.028045654,0.12521286186517078,1000
-0.047302246,0.12621456476009216,1000
0.11923218,0.12721626765501354,1000
-0.0032043457,0.1282179705499349,1000
-0.01626587,0.12921967344485624,1000
-0.33441162,0.13022137633977762,1000
0.1324768,0.131223079234699,1000
0.1867981,0.13222478212962036,1000
-0.11264038,0.1332264850245417,1000
0.13076782,0.1342281879194631,1000
-0.0692749,0.13522989081438447,1000
0.062164307,0.13623159370930582,1000
0.022644043,0.13723329660422717,1000
