Data_Key,Data_Value
zero_crossings,1451
mean_abs_val,-2.416384369975889e-05
slope_sgn_chng,4954
wavelength,114.90679949650601
willsamplitude,2352
v_order,0.33438313072673875
log_detect,
autoregression,
emg_cdf,
