MeasuredPoint,time,samplerate
-0.0008239746,0.0,1000
-0.0013427734,0.0010049241282283187,1000
-0.00015258789,0.0020098482564566375,1000
0.00021362305,0.0030147723846849564,1000
-0.00015258789,0.004019696512913275,1000
-0.0016174316,0.005024620641141593,1000
-0.0021362305,0.006029544769369913,1000
-0.00076293945,0.007034468897598231,1000
0.00061035156,0.00803939302582655,1000
0.0015563965,0.00904431715405487,1000
0.0016479492,0.010049241282283187,1000
-0.0015869141,0.011054165410511506,1000
-0.0024414062,0.012059089538739826,1000
-0.0008544922,0.013064013666968143,1000
-0.00061035156,0.014068937795196463,1000
-3.0517578e-05,0.01507386192342478,1000
0.0008544922,0.0160787860516531,1000
0.0017089844,0.017083710179881417,1000
0.0016174316,0.01808863430810974,1000
0.0009460449,0.019093558436338056,1000
-0.00024414062,0.020098482564566374,1000
0.0014648438,0.021103406692794695,1000
0.0016479492,0.022108330821023012,1000
-0.001159668,0.02311325494925133,1000
-0.00091552734,0.02411817907747965,1000
-0.00045776367,0.02512310320570797,1000
-0.0007019043,0.026128027333936286,1000
-0.0012207031,0.027132951462164604,1000
-0.0004272461,0.028137875590392925,1000
0.0018005371,0.029142799718621243,1000
0.0015563965,0.03014772384684956,1000
-0.00030517578,0.03115264797507788,1000
-0.00012207031,0.0321575721033062,1000
-9.1552734e-05,0.03316249623153452,1000
6.1035156e-05,0.034167420359762835,1000
-0.0010375977,0.035172344487991156,1000
-0.0022277832,0.03617726861621948,1000
0.0007019043,0.03718219274444779,1000
-0.00079345703,0.03818711687267611,1000
-0.0025024414,0.03919204100090443,1000
0.0021972656,0.04019696512913275,1000
0.0014038086,0.04120188925736107,1000
0.00048828125,0.04220681338558939,1000
0.00024414062,0.043211737513817704,1000
9.1552734e-05,0.044216661642046025,1000
0.00048828125,0.045221585770274346,1000
-0.0011291504,0.04622650989850266,1000
-9.1552734e-05,0.04723143402673098,1000
-0.0008239746,0.0482363581549593,1000
-0.0002746582,0.049241282283187617,1000
0.0007324219,0.05024620641141594,1000
0.0014038086,0.05125113053964425,1000
0.001739502,0.05225605466787257,1000
0.0012512207,0.053260978796100894,1000
0.00045776367,0.05426590292432921,1000
0.0,0.05527082705255753,1000
-0.00061035156,0.05627575118078585,1000
-0.00015258789,0.057280675309014165,1000
