Data_Key,Data_Value
zero_crossings,3959
mean_abs_val,-9.631499266013121e-06
slope_sgn_chng,5001
wavelength,758.275
willsamplitude,3233
v_order,0.7935344521062341
log_detect,
autoregression,
emg_cdf,
