Data_Key,Data_Value
zero_crossings,441
mean_abs_val,-3.100229769335484e-05
slope_sgn_chng,1904
wavelength,-0.01693725600000004
willsamplitude,1211
v_order,1.8444203259164391
log_detect,
autoregression,
emg_cdf,
