Data_Key,Data_Value
zero_crossings,446
mean_abs_val,-1.6930354158793945e-05
slope_sgn_chng,1787
wavelength,53.889679080364004
willsamplitude,1185
v_order,0.20306777991914574
log_detect,
autoregression,
emg_cdf,
